1.365023749999999980e+00,2.390772499999999745e+00,1.952531250049999834e+00,2.032760833399999800e+00,2.599506666699999968e+00,3.190310833349999875e+00,3.475237499999999979e+00,3.926822916649999939e+00,3.690297916649999621e+00,2.970425833350000211e+00,2.397650416649999894e+00,1.932822499949999884e+00,0.000000000000000000e+00
7.809999999999999432e+01,7.809999999999999432e+01,7.700000000000000000e+01,7.500000000000000000e+01,7.390000000000000568e+01,7.300000000000000000e+01,7.500000000000000000e+01,7.900000000000000000e+01,8.400000000000000000e+01,8.800000000000000000e+01,9.000000000000000000e+01,9.190000000000000568e+01,9.900000000000000000e+01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
2.300000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01
0.000000000000000000e+00,1.365023749999999980e+00,2.390772499999999745e+00,1.952531250049999834e+00,2.032760833399999800e+00,2.599506666699999968e+00,3.190310833349999875e+00,3.475237499999999979e+00,3.926822916649999939e+00,3.690297916649999621e+00,2.970425833350000211e+00,2.397650416649999894e+00,1.932822499949999884e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.365023749999999980e+00,2.390772499999999745e+00,1.952531250049999834e+00,2.032760833399999800e+00,2.599506666699999968e+00,3.190310833349999875e+00,3.475237499999999979e+00,3.926822916649999939e+00,3.690297916649999621e+00,2.970425833350000211e+00,2.397650416649999894e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.365023749999999980e+00,2.390772499999999745e+00,1.952531250049999834e+00,2.032760833399999800e+00,2.599506666699999968e+00,3.190310833349999875e+00,3.475237499999999979e+00,3.926822916649999939e+00,3.690297916649999621e+00,2.970425833350000211e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.365023749999999980e+00,2.390772499999999745e+00,1.952531250049999834e+00,2.032760833399999800e+00,2.599506666699999968e+00,3.190310833349999875e+00,3.475237499999999979e+00,3.926822916649999939e+00,3.690297916649999621e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.365023749999999980e+00,2.390772499999999745e+00,1.952531250049999834e+00,2.032760833399999800e+00,2.599506666699999968e+00,3.190310833349999875e+00,3.475237499999999979e+00,3.926822916649999939e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.877898124999999752e+00,2.171651875024999789e+00,1.992646041724999817e+00,2.316133750049999662e+00,2.894908750024999922e+00,3.332774166674999705e+00,3.701030208325000181e+00,3.808560416649999780e+00,3.330361874999999916e+00,2.684038124999999830e+00,2.165236458299999889e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.902775833349999779e+00,2.125354861149999497e+00,2.194932916716666238e+00,2.607526111149999881e+00,3.088351666683333274e+00,3.530790416666666598e+00,3.697452777766666809e+00,3.529182222216666442e+00,3.019458055549999909e+00,2.433632916650000144e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.935272083362499673e+00,2.243892812537499726e+00,2.443777395875000202e+00,2.824453958362499684e+00,3.297969479174999829e+00,3.570667291662499743e+00,3.515696041662499827e+00,3.246299270824999805e+00,2.747799166650000124e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.068119000029999821e+00,2.433176416700000289e+00,2.650069416700000069e+00,3.044927750019999824e+00,3.376435166669999433e+00,3.450618999999999659e+00,3.292086916659999751e+00,2.983603916649999910e+00
